t,time,next_erupt_time,wait_time_minutes
2007-06-06 14:42,2007-06-06T14:42:00Z,2007-06-06T13:00:00Z,102
2007-06-06 16:06,2007-06-06T16:06:00Z,2007-06-06T14:42:00Z,84
2007-06-06 17:30,2007-06-06T17:30:00Z,2007-06-06T16:06:00Z,84
2007-06-06 19:06,2007-06-06T19:06:00Z,2007-06-06T17:30:00Z,96
2007-06-06 20:36,2007-06-06T20:36:00Z,2007-06-06T19:06:00Z,90
2007-06-06 22:00,2007-06-06T22:00:00Z,2007-06-06T20:36:00Z,84
2007-06-06 23:48,2007-06-06T23:48:00Z,2007-06-06T22:00:00Z,108
2007-06-07 1:12,2007-06-07T01:12:00Z,2007-06-06T23:48:00Z,84
2007-06-07 2:42,2007-06-07T02:42:00Z,2007-06-07T01:12:00Z,90
2007-06-07 5:24,2007-06-07T05:24:00Z,2007-06-07T02:42:00Z,162
2007-06-07 7:00,2007-06-07T07:00:00Z,2007-06-07T05:24:00Z,96
2007-06-07 8:30,2007-06-07T08:30:00Z,2007-06-07T07:00:00Z,90
2007-06-07 10:06,2007-06-07T10:06:00Z,2007-06-07T08:30:00Z,96
2007-06-07 11:42,2007-06-07T11:42:00Z,2007-06-07T10:06:00Z,96
2007-06-07 13:12,2007-06-07T13:12:00Z,2007-06-07T11:42:00Z,90
2007-06-07 14:30,2007-06-07T14:30:00Z,2007-06-07T13:12:00Z,78
2007-06-07 16:06,2007-06-07T16:06:00Z,2007-06-07T14:30:00Z,96
2007-06-07 17:42,2007-06-07T17:42:00Z,2007-06-07T16:06:00Z,96
2007-06-07 19:12,2007-06-07T19:12:00Z,2007-06-07T17:42:00Z,90
2007-06-07 20:48,2007-06-07T20:48:00Z,2007-06-07T19:12:00Z,96
2007-06-07 22:06,2007-06-07T22:06:00Z,2007-06-07T20:48:00Z,78
2007-06-07 23:42,2007-06-07T23:42:00Z,2007-06-07T22:06:00Z,96
2007-06-08 1:06,2007-06-08T01:06:00Z,2007-06-07T23:42:00Z,84
2007-06-08 2:36,2007-06-08T02:36:00Z,2007-06-08T01:06:00Z,90
2007-06-08 4:12,2007-06-08T04:12:00Z,2007-06-08T02:36:00Z,96
2007-06-08 5:36,2007-06-08T05:36:00Z,2007-06-08T04:12:00Z,84
2007-06-08 7:12,2007-06-08T07:12:00Z,2007-06-08T05:36:00Z,96
2007-06-08 8:42,2007-06-08T08:42:00Z,2007-06-08T07:12:00Z,90
2007-06-08 10:18,2007-06-08T10:18:00Z,2007-06-08T08:42:00Z,96
2007-06-08 11:36,2007-06-08T11:36:00Z,2007-06-08T10:18:00Z,78
2007-06-08 13:06,2007-06-08T13:06:00Z,2007-06-08T11:36:00Z,90
2007-06-08 14:42,2007-06-08T14:42:00Z,2007-06-08T13:06:00Z,96
2007-06-08 16:12,2007-06-08T16:12:00Z,2007-06-08T14:42:00Z,90
2007-06-08 17:54,2007-06-08T17:54:00Z,2007-06-08T16:12:00Z,102
2007-06-08 19:18,2007-06-08T19:18:00Z,2007-06-08T17:54:00Z,84
2007-06-08 20:48,2007-06-08T20:48:00Z,2007-06-08T19:18:00Z,90
2007-06-08 22:12,2007-06-08T22:12:00Z,2007-06-08T20:48:00Z,84
2007-06-08 23:54,2007-06-08T23:54:00Z,2007-06-08T22:12:00Z,102
2007-06-09 1:18,2007-06-09T01:18:00Z,2007-06-08T23:54:00Z,84
2007-06-09 2:42,2007-06-09T02:42:00Z,2007-06-09T01:18:00Z,84
2007-06-09 4:18,2007-06-09T04:18:00Z,2007-06-09T02:42:00Z,96
2007-06-09 5:42,2007-06-09T05:42:00Z,2007-06-09T04:18:00Z,84
2007-06-09 7:12,2007-06-09T07:12:00Z,2007-06-09T05:42:00Z,90
2007-06-09 8:42,2007-06-09T08:42:00Z,2007-06-09T07:12:00Z,90
2007-06-09 10:18,2007-06-09T10:18:00Z,2007-06-09T08:42:00Z,96
2007-06-09 11:48,2007-06-09T11:48:00Z,2007-06-09T10:18:00Z,90
2007-06-09 13:24,2007-06-09T13:24:00Z,2007-06-09T11:48:00Z,96
2007-06-09 15:00,2007-06-09T15:00:00Z,2007-06-09T13:24:00Z,96
2007-06-09 16:24,2007-06-09T16:24:00Z,2007-06-09T15:00:00Z,84
2007-06-09 17:48,2007-06-09T17:48:00Z,2007-06-09T16:24:00Z,84
2007-06-09 19:30,2007-06-09T19:30:00Z,2007-06-09T17:48:00Z,102
2007-06-09 20:54,2007-06-09T20:54:00Z,2007-06-09T19:30:00Z,84
2007-06-09 22:30,2007-06-09T22:30:00Z,2007-06-09T20:54:00Z,96
2007-06-10 0:00,2007-06-10T00:00:00Z,2007-06-09T22:30:00Z,90
2007-06-10 1:36,2007-06-10T01:36:00Z,2007-06-10T00:00:00Z,96
2007-06-10 3:00,2007-06-10T03:00:00Z,2007-06-10T01:36:00Z,84
2007-06-10 4:36,2007-06-10T04:36:00Z,2007-06-10T03:00:00Z,96
2007-06-10 6:00,2007-06-10T06:00:00Z,2007-06-10T04:36:00Z,84
2007-06-10 7:24,2007-06-10T07:24:00Z,2007-06-10T06:00:00Z,84
2007-06-10 9:06,2007-06-10T09:06:00Z,2007-06-10T07:24:00Z,102
2007-06-10 10:36,2007-06-10T10:36:00Z,2007-06-10T09:06:00Z,90
2007-06-10 12:00,2007-06-10T12:00:00Z,2007-06-10T10:36:00Z,84
2007-06-10 13:36,2007-06-10T13:36:00Z,2007-06-10T12:00:00Z,96
2007-06-10 15:06,2007-06-10T15:06:00Z,2007-06-10T13:36:00Z,90
2007-06-10 16:36,2007-06-10T16:36:00Z,2007-06-10T15:06:00Z,90
2007-06-10 18:06,2007-06-10T18:06:00Z,2007-06-10T16:36:00Z,90
2007-06-10 19:36,2007-06-10T19:36:00Z,2007-06-10T18:06:00Z,90
2007-06-10 21:00,2007-06-10T21:00:00Z,2007-06-10T19:36:00Z,84
2007-06-10 22:30,2007-06-10T22:30:00Z,2007-06-10T21:00:00Z,90
2007-06-11 0:00,2007-06-11T00:00:00Z,2007-06-10T22:30:00Z,90
2007-06-11 1:24,2007-06-11T01:24:00Z,2007-06-11T00:00:00Z,84
2007-06-11 3:00,2007-06-11T03:00:00Z,2007-06-11T01:24:00Z,96
2007-06-11 4:24,2007-06-11T04:24:00Z,2007-06-11T03:00:00Z,84
2007-06-11 5:54,2007-06-11T05:54:00Z,2007-06-11T04:24:00Z,90
2007-06-11 7:24,2007-06-11T07:24:00Z,2007-06-11T05:54:00Z,90
2007-06-11 8:54,2007-06-11T08:54:00Z,2007-06-11T07:24:00Z,90
2007-06-11 10:24,2007-06-11T10:24:00Z,2007-06-11T08:54:00Z,90
2007-06-11 11:54,2007-06-11T11:54:00Z,2007-06-11T10:24:00Z,90
2007-06-11 13:12,2007-06-11T13:12:00Z,2007-06-11T11:54:00Z,78
2007-06-11 14:54,2007-06-11T14:54:00Z,2007-06-11T13:12:00Z,102
2007-06-11 16:24,2007-06-11T16:24:00Z,2007-06-11T14:54:00Z,90
2007-06-11 18:06,2007-06-11T18:06:00Z,2007-06-11T16:24:00Z,102
2007-06-11 19:36,2007-06-11T19:36:00Z,2007-06-11T18:06:00Z,90
2007-06-11 21:06,2007-06-11T21:06:00Z,2007-06-11T19:36:00Z,90
2007-06-11 22:42,2007-06-11T22:42:00Z,2007-06-11T21:06:00Z,96
2007-06-12 0:06,2007-06-12T00:06:00Z,2007-06-11T22:42:00Z,84
2007-06-12 1:42,2007-06-12T01:42:00Z,2007-06-12T00:06:00Z,96
2007-06-12 3:18,2007-06-12T03:18:00Z,2007-06-12T01:42:00Z,96
2007-06-12 4:48,2007-06-12T04:48:00Z,2007-06-12T03:18:00Z,90
2007-06-12 6:24,2007-06-12T06:24:00Z,2007-06-12T04:48:00Z,96
2007-06-12 8:00,2007-06-12T08:00:00Z,2007-06-12T06:24:00Z,96
2007-06-12 9:30,2007-06-12T09:30:00Z,2007-06-12T08:00:00Z,90
2007-06-12 11:00,2007-06-12T11:00:00Z,2007-06-12T09:30:00Z,90
2007-06-12 12:24,2007-06-12T12:24:00Z,2007-06-12T11:00:00Z,84
2007-06-12 13:54,2007-06-12T13:54:00Z,2007-06-12T12:24:00Z,90
2007-06-12 15:18,2007-06-12T15:18:00Z,2007-06-12T13:54:00Z,84
2007-06-12 16:54,2007-06-12T16:54:00Z,2007-06-12T15:18:00Z,96
2007-06-12 18:30,2007-06-12T18:30:00Z,2007-06-12T16:54:00Z,96
2007-06-12 20:00,2007-06-12T20:00:00Z,2007-06-12T18:30:00Z,90
2007-06-12 21:24,2007-06-12T21:24:00Z,2007-06-12T20:00:00Z,84
2007-06-12 22:54,2007-06-12T22:54:00Z,2007-06-12T21:24:00Z,90
2007-06-13 0:36,2007-06-13T00:36:00Z,2007-06-12T22:54:00Z,102
2007-06-13 2:06,2007-06-13T02:06:00Z,2007-06-13T00:36:00Z,90
2007-06-13 3:18,2007-06-13T03:18:00Z,2007-06-13T02:06:00Z,72
2007-06-13 4:54,2007-06-13T04:54:00Z,2007-06-13T03:18:00Z,96
2007-06-13 6:24,2007-06-13T06:24:00Z,2007-06-13T04:54:00Z,90
2007-06-13 7:48,2007-06-13T07:48:00Z,2007-06-13T06:24:00Z,84
2007-06-13 9:12,2007-06-13T09:12:00Z,2007-06-13T07:48:00Z,84
2007-06-13 10:42,2007-06-13T10:42:00Z,2007-06-13T09:12:00Z,90
2007-06-13 12:06,2007-06-13T12:06:00Z,2007-06-13T10:42:00Z,84
2007-06-13 13:36,2007-06-13T13:36:00Z,2007-06-13T12:06:00Z,90
2007-06-13 15:12,2007-06-13T15:12:00Z,2007-06-13T13:36:00Z,96
2007-06-13 16:42,2007-06-13T16:42:00Z,2007-06-13T15:12:00Z,90
2007-06-13 18:18,2007-06-13T18:18:00Z,2007-06-13T16:42:00Z,96
2007-06-13 19:54,2007-06-13T19:54:00Z,2007-06-13T18:18:00Z,96
2007-06-13 21:30,2007-06-13T21:30:00Z,2007-06-13T19:54:00Z,96
2007-06-13 22:48,2007-06-13T22:48:00Z,2007-06-13T21:30:00Z,78
2007-06-14 0:24,2007-06-14T00:24:00Z,2007-06-13T22:48:00Z,96
2007-06-14 1:54,2007-06-14T01:54:00Z,2007-06-14T00:24:00Z,90
2007-06-14 3:18,2007-06-14T03:18:00Z,2007-06-14T01:54:00Z,84
2007-06-14 4:54,2007-06-14T04:54:00Z,2007-06-14T03:18:00Z,96
2007-06-14 6:30,2007-06-14T06:30:00Z,2007-06-14T04:54:00Z,96
2007-06-14 8:00,2007-06-14T08:00:00Z,2007-06-14T06:30:00Z,90
2007-06-14 9:12,2007-06-14T09:12:00Z,2007-06-14T08:00:00Z,72
2007-06-14 10:54,2007-06-14T10:54:00Z,2007-06-14T09:12:00Z,102
2007-06-14 12:30,2007-06-14T12:30:00Z,2007-06-14T10:54:00Z,96
2007-06-14 14:00,2007-06-14T14:00:00Z,2007-06-14T12:30:00Z,90
2007-06-14 15:36,2007-06-14T15:36:00Z,2007-06-14T14:00:00Z,96
2007-06-14 17:12,2007-06-14T17:12:00Z,2007-06-14T15:36:00Z,96
2007-06-14 18:42,2007-06-14T18:42:00Z,2007-06-14T17:12:00Z,90
2007-06-14 19:48,2007-06-14T19:48:00Z,2007-06-14T18:42:00Z,66
2007-06-14 21:30,2007-06-14T21:30:00Z,2007-06-14T19:48:00Z,102
2007-06-14 22:36,2007-06-14T22:36:00Z,2007-06-14T21:30:00Z,66
2007-06-15 0:06,2007-06-15T00:06:00Z,2007-06-14T22:36:00Z,90
2007-06-15 1:30,2007-06-15T01:30:00Z,2007-06-15T00:06:00Z,84
2007-06-15 3:00,2007-06-15T03:00:00Z,2007-06-15T01:30:00Z,90
2007-06-15 4:24,2007-06-15T04:24:00Z,2007-06-15T03:00:00Z,84
2007-06-15 5:54,2007-06-15T05:54:00Z,2007-06-15T04:24:00Z,90
2007-06-15 7:24,2007-06-15T07:24:00Z,2007-06-15T05:54:00Z,90
2007-06-15 8:54,2007-06-15T08:54:00Z,2007-06-15T07:24:00Z,90
2007-06-15 10:24,2007-06-15T10:24:00Z,2007-06-15T08:54:00Z,90
2007-06-15 11:54,2007-06-15T11:54:00Z,2007-06-15T10:24:00Z,90
2007-06-15 13:24,2007-06-15T13:24:00Z,2007-06-15T11:54:00Z,90
2007-06-15 15:06,2007-06-15T15:06:00Z,2007-06-15T13:24:00Z,102
2007-06-15 16:42,2007-06-15T16:42:00Z,2007-06-15T15:06:00Z,96
2007-06-15 18:06,2007-06-15T18:06:00Z,2007-06-15T16:42:00Z,84
2007-06-15 19:36,2007-06-15T19:36:00Z,2007-06-15T18:06:00Z,90
2007-06-15 21:18,2007-06-15T21:18:00Z,2007-06-15T19:36:00Z,102
2007-06-15 22:42,2007-06-15T22:42:00Z,2007-06-15T21:18:00Z,84
2007-06-16 0:12,2007-06-16T00:12:00Z,2007-06-15T22:42:00Z,90
2007-06-16 1:48,2007-06-16T01:48:00Z,2007-06-16T00:12:00Z,96
2007-06-16 3:18,2007-06-16T03:18:00Z,2007-06-16T01:48:00Z,90
2007-06-16 4:48,2007-06-16T04:48:00Z,2007-06-16T03:18:00Z,90
2007-06-16 6:24,2007-06-16T06:24:00Z,2007-06-16T04:48:00Z,96
2007-06-16 7:54,2007-06-16T07:54:00Z,2007-06-16T06:24:00Z,90
2007-06-16 9:24,2007-06-16T09:24:00Z,2007-06-16T07:54:00Z,90
2007-06-16 11:00,2007-06-16T11:00:00Z,2007-06-16T09:24:00Z,96
2007-06-16 12:24,2007-06-16T12:24:00Z,2007-06-16T11:00:00Z,84
2007-06-16 14:00,2007-06-16T14:00:00Z,2007-06-16T12:24:00Z,96
2007-06-16 15:30,2007-06-16T15:30:00Z,2007-06-16T14:00:00Z,90
2007-06-16 17:00,2007-06-16T17:00:00Z,2007-06-16T15:30:00Z,90
2007-06-16 20:00,2007-06-16T20:00:00Z,2007-06-16T17:00:00Z,180
2007-06-16 21:30,2007-06-16T21:30:00Z,2007-06-16T20:00:00Z,90
2007-06-16 23:06,2007-06-16T23:06:00Z,2007-06-16T21:30:00Z,96
2007-06-17 0:36,2007-06-17T00:36:00Z,2007-06-16T23:06:00Z,90
2007-06-17 2:00,2007-06-17T02:00:00Z,2007-06-17T00:36:00Z,84
2007-06-17 3:36,2007-06-17T03:36:00Z,2007-06-17T02:00:00Z,96
2007-06-17 5:00,2007-06-17T05:00:00Z,2007-06-17T03:36:00Z,84
2007-06-17 11:00,2007-06-17T11:00:00Z,2007-06-17T05:00:00Z,360
2007-06-17 12:36,2007-06-17T12:36:00Z,2007-06-17T11:00:00Z,96
2007-06-17 15:48,2007-06-17T15:48:00Z,2007-06-17T12:36:00Z,192
2007-06-17 18:42,2007-06-17T18:42:00Z,2007-06-17T15:48:00Z,174
2007-06-17 20:12,2007-06-17T20:12:00Z,2007-06-17T18:42:00Z,90
2007-06-17 21:42,2007-06-17T21:42:00Z,2007-06-17T20:12:00Z,90
2007-06-17 23:06,2007-06-17T23:06:00Z,2007-06-17T21:42:00Z,84
2007-06-18 0:42,2007-06-18T00:42:00Z,2007-06-17T23:06:00Z,96
2007-06-18 2:12,2007-06-18T02:12:00Z,2007-06-18T00:42:00Z,90
2007-06-18 3:42,2007-06-18T03:42:00Z,2007-06-18T02:12:00Z,90
2007-06-18 5:12,2007-06-18T05:12:00Z,2007-06-18T03:42:00Z,90
2007-06-18 6:42,2007-06-18T06:42:00Z,2007-06-18T05:12:00Z,90
2007-06-18 8:06,2007-06-18T08:06:00Z,2007-06-18T06:42:00Z,84
2007-06-18 9:30,2007-06-18T09:30:00Z,2007-06-18T08:06:00Z,84
2007-06-18 11:00,2007-06-18T11:00:00Z,2007-06-18T09:30:00Z,90
2007-06-18 12:24,2007-06-18T12:24:00Z,2007-06-18T11:00:00Z,84
2007-06-18 13:54,2007-06-18T13:54:00Z,2007-06-18T12:24:00Z,90
2007-06-18 15:30,2007-06-18T15:30:00Z,2007-06-18T13:54:00Z,96
2007-06-18 17:00,2007-06-18T17:00:00Z,2007-06-18T15:30:00Z,90
2007-06-18 18:36,2007-06-18T18:36:00Z,2007-06-18T17:00:00Z,96
2007-06-18 20:00,2007-06-18T20:00:00Z,2007-06-18T18:36:00Z,84
2007-06-18 21:30,2007-06-18T21:30:00Z,2007-06-18T20:00:00Z,90
2007-06-18 23:06,2007-06-18T23:06:00Z,2007-06-18T21:30:00Z,96
2007-06-19 0:36,2007-06-19T00:36:00Z,2007-06-18T23:06:00Z,90
2007-06-19 2:12,2007-06-19T02:12:00Z,2007-06-19T00:36:00Z,96
2007-06-19 3:48,2007-06-19T03:48:00Z,2007-06-19T02:12:00Z,96
2007-06-19 5:18,2007-06-19T05:18:00Z,2007-06-19T03:48:00Z,90
2007-06-19 6:48,2007-06-19T06:48:00Z,2007-06-19T05:18:00Z,90
2007-06-19 8:06,2007-06-19T08:06:00Z,2007-06-19T06:48:00Z,78
2007-06-19 9:42,2007-06-19T09:42:00Z,2007-06-19T08:06:00Z,96
2007-06-19 10:48,2007-06-19T10:48:00Z,2007-06-19T09:42:00Z,66
2007-06-19 12:24,2007-06-19T12:24:00Z,2007-06-19T10:48:00Z,96
2007-06-19 13:48,2007-06-19T13:48:00Z,2007-06-19T12:24:00Z,84
2007-06-19 15:24,2007-06-19T15:24:00Z,2007-06-19T13:48:00Z,96
2007-06-19 16:48,2007-06-19T16:48:00Z,2007-06-19T15:24:00Z,84
2007-06-19 18:18,2007-06-19T18:18:00Z,2007-06-19T16:48:00Z,90
2007-06-19 20:00,2007-06-19T20:00:00Z,2007-06-19T18:18:00Z,102
2007-06-19 21:24,2007-06-19T21:24:00Z,2007-06-19T20:00:00Z,84
2007-06-19 23:00,2007-06-19T23:00:00Z,2007-06-19T21:24:00Z,96
2007-06-20 0:36,2007-06-20T00:36:00Z,2007-06-19T23:00:00Z,96
2007-06-20 2:00,2007-06-20T02:00:00Z,2007-06-20T00:36:00Z,84
2007-06-20 3:30,2007-06-20T03:30:00Z,2007-06-20T02:00:00Z,90
2007-06-20 5:18,2007-06-20T05:18:00Z,2007-06-20T03:30:00Z,108
2007-06-20 6:36,2007-06-20T06:36:00Z,2007-06-20T05:18:00Z,78
2007-06-20 8:06,2007-06-20T08:06:00Z,2007-06-20T06:36:00Z,90
2007-06-20 9:24,2007-06-20T09:24:00Z,2007-06-20T08:06:00Z,78
2007-06-20 11:00,2007-06-20T11:00:00Z,2007-06-20T09:24:00Z,96
2007-06-20 12:42,2007-06-20T12:42:00Z,2007-06-20T11:00:00Z,102
2007-06-20 14:18,2007-06-20T14:18:00Z,2007-06-20T12:42:00Z,96
2007-06-20 15:54,2007-06-20T15:54:00Z,2007-06-20T14:18:00Z,96
2007-06-20 17:18,2007-06-20T17:18:00Z,2007-06-20T15:54:00Z,84
2007-06-20 18:48,2007-06-20T18:48:00Z,2007-06-20T17:18:00Z,90
2007-06-20 20:18,2007-06-20T20:18:00Z,2007-06-20T18:48:00Z,90
2007-06-20 22:00,2007-06-20T22:00:00Z,2007-06-20T20:18:00Z,102
2007-06-20 23:30,2007-06-20T23:30:00Z,2007-06-20T22:00:00Z,90
2007-06-21 1:00,2007-06-21T01:00:00Z,2007-06-20T23:30:00Z,90
2007-06-21 2:18,2007-06-21T02:18:00Z,2007-06-21T01:00:00Z,78
2007-06-21 3:54,2007-06-21T03:54:00Z,2007-06-21T02:18:00Z,96
2007-06-21 5:30,2007-06-21T05:30:00Z,2007-06-21T03:54:00Z,96
2007-06-21 6:48,2007-06-21T06:48:00Z,2007-06-21T05:30:00Z,78
2007-06-21 8:24,2007-06-21T08:24:00Z,2007-06-21T06:48:00Z,96
2007-06-21 9:54,2007-06-21T09:54:00Z,2007-06-21T08:24:00Z,90
2007-06-21 11:24,2007-06-21T11:24:00Z,2007-06-21T09:54:00Z,90
2007-06-21 12:48,2007-06-21T12:48:00Z,2007-06-21T11:24:00Z,84
2007-06-21 14:12,2007-06-21T14:12:00Z,2007-06-21T12:48:00Z,84
2007-06-21 15:54,2007-06-21T15:54:00Z,2007-06-21T14:12:00Z,102
2007-06-21 17:12,2007-06-21T17:12:00Z,2007-06-21T15:54:00Z,78
2007-06-21 18:48,2007-06-21T18:48:00Z,2007-06-21T17:12:00Z,96
2007-06-21 20:12,2007-06-21T20:12:00Z,2007-06-21T18:48:00Z,84
2007-06-21 21:36,2007-06-21T21:36:00Z,2007-06-21T20:12:00Z,84
2007-06-21 23:18,2007-06-21T23:18:00Z,2007-06-21T21:36:00Z,102
2007-06-22 0:48,2007-06-22T00:48:00Z,2007-06-21T23:18:00Z,90
2007-06-22 2:18,2007-06-22T02:18:00Z,2007-06-22T00:48:00Z,90
2007-06-22 3:42,2007-06-22T03:42:00Z,2007-06-22T02:18:00Z,84
2007-06-22 5:06,2007-06-22T05:06:00Z,2007-06-22T03:42:00Z,84
2007-06-22 6:36,2007-06-22T06:36:00Z,2007-06-22T05:06:00Z,90
2007-06-22 8:18,2007-06-22T08:18:00Z,2007-06-22T06:36:00Z,102
2007-06-22 9:48,2007-06-22T09:48:00Z,2007-06-22T08:18:00Z,90
2007-06-22 11:18,2007-06-22T11:18:00Z,2007-06-22T09:48:00Z,90
2007-06-22 12:48,2007-06-22T12:48:00Z,2007-06-22T11:18:00Z,90
2007-06-22 14:24,2007-06-22T14:24:00Z,2007-06-22T12:48:00Z,96
2007-06-22 15:54,2007-06-22T15:54:00Z,2007-06-22T14:24:00Z,90
2007-06-22 17:36,2007-06-22T17:36:00Z,2007-06-22T15:54:00Z,102
2007-06-22 19:00,2007-06-22T19:00:00Z,2007-06-22T17:36:00Z,84
2007-06-22 20:30,2007-06-22T20:30:00Z,2007-06-22T19:00:00Z,90
2007-06-22 22:06,2007-06-22T22:06:00Z,2007-06-22T20:30:00Z,96
2007-06-22 23:48,2007-06-22T23:48:00Z,2007-06-22T22:06:00Z,102
2007-06-23 1:12,2007-06-23T01:12:00Z,2007-06-22T23:48:00Z,84
2007-06-23 2:36,2007-06-23T02:36:00Z,2007-06-23T01:12:00Z,84
2007-06-23 4:06,2007-06-23T04:06:00Z,2007-06-23T02:36:00Z,90
2007-06-23 5:30,2007-06-23T05:30:00Z,2007-06-23T04:06:00Z,84
2007-06-23 7:06,2007-06-23T07:06:00Z,2007-06-23T05:30:00Z,96
2007-06-23 8:54,2007-06-23T08:54:00Z,2007-06-23T07:06:00Z,108
2007-06-23 10:30,2007-06-23T10:30:00Z,2007-06-23T08:54:00Z,96
2007-06-23 12:06,2007-06-23T12:06:00Z,2007-06-23T10:30:00Z,96
2007-06-23 13:30,2007-06-23T13:30:00Z,2007-06-23T12:06:00Z,84
2007-06-23 15:00,2007-06-23T15:00:00Z,2007-06-23T13:30:00Z,90
2007-06-23 16:36,2007-06-23T16:36:00Z,2007-06-23T15:00:00Z,96
2007-06-23 18:00,2007-06-23T18:00:00Z,2007-06-23T16:36:00Z,84
2007-06-23 19:30,2007-06-23T19:30:00Z,2007-06-23T18:00:00Z,90
2007-06-23 20:54,2007-06-23T20:54:00Z,2007-06-23T19:30:00Z,84
2007-06-23 22:30,2007-06-23T22:30:00Z,2007-06-23T20:54:00Z,96
2007-06-24 0:06,2007-06-24T00:06:00Z,2007-06-23T22:30:00Z,96
2007-06-24 1:36,2007-06-24T01:36:00Z,2007-06-24T00:06:00Z,90
2007-06-24 3:12,2007-06-24T03:12:00Z,2007-06-24T01:36:00Z,96
2007-06-24 4:42,2007-06-24T04:42:00Z,2007-06-24T03:12:00Z,90
2007-06-24 6:12,2007-06-24T06:12:00Z,2007-06-24T04:42:00Z,90
2007-06-24 7:42,2007-06-24T07:42:00Z,2007-06-24T06:12:00Z,90
2007-06-24 9:06,2007-06-24T09:06:00Z,2007-06-24T07:42:00Z,84
2007-06-24 10:48,2007-06-24T10:48:00Z,2007-06-24T09:06:00Z,102
2007-06-24 12:12,2007-06-24T12:12:00Z,2007-06-24T10:48:00Z,84
2007-06-24 13:48,2007-06-24T13:48:00Z,2007-06-24T12:12:00Z,96
2007-06-24 15:12,2007-06-24T15:12:00Z,2007-06-24T13:48:00Z,84
2007-06-24 16:54,2007-06-24T16:54:00Z,2007-06-24T15:12:00Z,102
2007-06-24 18:18,2007-06-24T18:18:00Z,2007-06-24T16:54:00Z,84
2007-06-24 19:48,2007-06-24T19:48:00Z,2007-06-24T18:18:00Z,90
2007-06-24 21:12,2007-06-24T21:12:00Z,2007-06-24T19:48:00Z,84
2007-06-24 22:42,2007-06-24T22:42:00Z,2007-06-24T21:12:00Z,90
2007-06-25 0:00,2007-06-25T00:00:00Z,2007-06-24T22:42:00Z,78
2007-06-25 1:36,2007-06-25T01:36:00Z,2007-06-25T00:00:00Z,96
2007-06-25 3:00,2007-06-25T03:00:00Z,2007-06-25T01:36:00Z,84
2007-06-25 4:36,2007-06-25T04:36:00Z,2007-06-25T03:00:00Z,96
2007-06-25 6:06,2007-06-25T06:06:00Z,2007-06-25T04:36:00Z,90
2007-06-25 7:48,2007-06-25T07:48:00Z,2007-06-25T06:06:00Z,102
2007-06-25 9:18,2007-06-25T09:18:00Z,2007-06-25T07:48:00Z,90
2007-06-25 10:54,2007-06-25T10:54:00Z,2007-06-25T09:18:00Z,96
2007-06-25 14:06,2007-06-25T14:06:00Z,2007-06-25T10:54:00Z,192
2007-06-25 15:42,2007-06-25T15:42:00Z,2007-06-25T14:06:00Z,96
2007-06-25 17:12,2007-06-25T17:12:00Z,2007-06-25T15:42:00Z,90
2007-06-25 18:54,2007-06-25T18:54:00Z,2007-06-25T17:12:00Z,102
2007-06-25 20:18,2007-06-25T20:18:00Z,2007-06-25T18:54:00Z,84
2007-06-25 21:54,2007-06-25T21:54:00Z,2007-06-25T20:18:00Z,96
2007-06-25 23:18,2007-06-25T23:18:00Z,2007-06-25T21:54:00Z,84
2007-06-26 0:48,2007-06-26T00:48:00Z,2007-06-25T23:18:00Z,90
2007-06-26 2:18,2007-06-26T02:18:00Z,2007-06-26T00:48:00Z,90
2007-06-26 3:42,2007-06-26T03:42:00Z,2007-06-26T02:18:00Z,84
2007-06-26 5:18,2007-06-26T05:18:00Z,2007-06-26T03:42:00Z,96
2007-06-26 6:54,2007-06-26T06:54:00Z,2007-06-26T05:18:00Z,96
2007-06-26 8:18,2007-06-26T08:18:00Z,2007-06-26T06:54:00Z,84
2007-06-26 9:42,2007-06-26T09:42:00Z,2007-06-26T08:18:00Z,84
2007-06-26 11:12,2007-06-26T11:12:00Z,2007-06-26T09:42:00Z,90
2007-06-26 12:42,2007-06-26T12:42:00Z,2007-06-26T11:12:00Z,90
2007-06-26 14:18,2007-06-26T14:18:00Z,2007-06-26T12:42:00Z,96
2007-06-26 15:18,2007-06-26T15:18:00Z,2007-06-26T14:18:00Z,60
2007-06-26 16:54,2007-06-26T16:54:00Z,2007-06-26T15:18:00Z,96
2007-06-26 18:30,2007-06-26T18:30:00Z,2007-06-26T16:54:00Z,96
2007-06-26 20:00,2007-06-26T20:00:00Z,2007-06-26T18:30:00Z,90
2007-06-26 21:30,2007-06-26T21:30:00Z,2007-06-26T20:00:00Z,90
2007-06-26 22:54,2007-06-26T22:54:00Z,2007-06-26T21:30:00Z,84
2007-06-27 0:36,2007-06-27T00:36:00Z,2007-06-26T22:54:00Z,102
2007-06-27 1:54,2007-06-27T01:54:00Z,2007-06-27T00:36:00Z,78
2007-06-27 3:24,2007-06-27T03:24:00Z,2007-06-27T01:54:00Z,90
2007-06-27 4:54,2007-06-27T04:54:00Z,2007-06-27T03:24:00Z,90
2007-06-27 6:30,2007-06-27T06:30:00Z,2007-06-27T04:54:00Z,96
2007-06-27 7:54,2007-06-27T07:54:00Z,2007-06-27T06:30:00Z,84
2007-06-27 9:00,2007-06-27T09:00:00Z,2007-06-27T07:54:00Z,66
2007-06-27 10:36,2007-06-27T10:36:00Z,2007-06-27T09:00:00Z,96
